timestamp,x,y,z
2025-03-03 02:15:26,-1.91,-12.3,6.93
2025-03-03 02:15:27,-3.63,-1.56,-3.28
2025-03-03 02:15:27,6.22,-1.84,-6.93
2025-03-03 02:15:27,1.91,8.74,7.35
2025-03-03 02:15:27,-0.52,-1.91,-0.55
2025-03-03 02:15:27,3.75,9.7,-4.79
2025-03-03 02:15:28,11.54,9.7,-0.8
2025-03-03 02:15:28,8.89,-8.53,5.76
2025-03-03 02:15:28,1.44,-5.89,0.54
2025-03-03 02:15:28,-0.52,6.62,3.38
2025-03-03 02:15:28,-3.22,7.81,0.96
2025-03-03 02:15:28,1.81,-5.64,-1.75
2025-03-03 02:15:28,1.94,1.78,4.29
2025-03-03 02:15:29,3.39,5.86,6.0
2025-03-03 02:15:29,3.91,-7.62,11.14
2025-03-03 02:15:29,-5.16,4.74,-6.47
2025-03-03 02:15:29,4.27,0.11,-8.53
2025-03-03 02:15:29,1.1,-8.46,8.19
2025-03-03 02:15:29,-7.64,-8.18,4.37
2025-03-03 02:15:29,-5.9,9.24,-4.94
2025-03-03 02:15:30,9.44,-6.89,-0.81
2025-03-03 02:15:30,6.7,-7.96,5.55
2025-03-03 02:15:30,-2.88,8.79,-5.34
2025-03-03 02:15:30,2.75,-3.69,2.3
2025-03-03 02:15:30,7.86,9.4,-2.8
2025-03-03 02:15:31,-3.33,-8.13,-4.77
2025-03-03 02:15:31,-0.68,-0.12,10.78
2025-03-03 02:15:31,8.82,-0.86,-4.82
2025-03-03 02:15:31,1.77,-2.8,2.32
2025-03-03 02:15:31,-0.26,2.2,3.12
2025-03-03 02:15:31,-0.43,0.48,-1.81
2025-03-03 02:15:31,-1.83,-12.09,10.43
2025-03-03 02:15:32,6.84,-6.62,4.51
2025-03-03 02:15:32,-4.07,-4.36,5.56
2025-03-03 02:15:32,9.56,5.75,-8.13
2025-03-03 02:15:32,-5.07,4.24,3.96
2025-03-03 02:15:32,-8.33,-0.63,6.29
2025-03-03 02:15:32,-8.88,-6.11,-3.73
2025-03-03 02:15:32,4.65,-5.89,-5.9
2025-03-03 02:15:33,11.17,-6.91,-5.28
2025-03-03 02:15:33,7.05,7.73,7.37
2025-03-03 02:15:33,2.45,10.46,-9.83
2025-03-03 02:15:33,7.22,6.01,2.64
2025-03-03 02:15:33,-7.89,4.81,0.22
2025-03-03 02:15:33,6.43,-0.53,6.54
2025-03-03 02:15:33,-5.37,-6.73,10.4
2025-03-03 02:15:34,1.14,0.95,-1.86
2025-03-03 02:15:34,8.15,6.23,7.71
2025-03-03 02:15:34,-8.53,-3.92,-10.95
2025-03-03 02:15:34,6.4,10.16,0.66
2025-03-03 02:15:34,7.21,9.38,-5.3
2025-03-03 02:15:35,5.97,-4.68,2.46
2025-03-03 02:15:35,-0.66,5.44,-3.84
2025-03-03 02:15:35,-2.12,6.06,-0.89
2025-03-03 02:15:35,4.87,2.83,1.62
2025-03-03 02:15:35,0.92,-1.01,-4.61
2025-03-03 02:15:35,-0.98,-8.56,-8.02
2025-03-03 02:15:35,-5.83,-10.09,3.97
2025-03-03 02:15:36,10.75,7.39,-6.35
2025-03-03 02:15:36,0.26,-10.29,-5.19
2025-03-03 02:15:36,8.13,1.21,-6.88
2025-03-03 02:15:36,0.64,-7.86,2.72
2025-03-03 02:15:36,5.0,3.87,-2.09
2025-03-03 02:15:36,-6.59,-1.24,-9.16
2025-03-03 02:15:36,-8.55,-3.02,0.68
2025-03-03 02:15:37,5.21,3.85,5.73
2025-03-03 02:15:37,-3.42,-7.0,-4.82
2025-03-03 02:15:37,-0.19,4.18,9.93
2025-03-03 02:15:37,-9.0,-2.85,9.98
2025-03-03 02:15:37,-2.41,0.03,-2.05
2025-03-03 02:15:37,0.93,6.96,-9.25
2025-03-03 02:15:37,6.65,7.32,3.1
2025-03-03 02:15:38,8.54,2.29,-0.11
2025-03-03 02:15:38,-2.07,2.89,10.11
2025-03-03 02:15:38,1.76,4.74,-3.22
2025-03-03 02:15:38,2.41,-4.09,-7.71
2025-03-03 02:15:38,9.53,7.6,7.03
2025-03-03 02:15:38,-8.78,-9.21,10.04
2025-03-03 02:15:38,-4.54,8.32,-2.36
2025-03-03 02:15:39,-7.01,5.3,-0.23
2025-03-03 02:15:39,-4.63,7.87,9.4
2025-03-03 02:15:39,-5.51,-9.2,-6.49
2025-03-03 02:15:39,-6.26,6.32,1.58
2025-03-03 02:15:39,5.91,9.27,-9.02
2025-03-03 02:15:39,-9.53,7.82,-2.31
2025-03-03 02:15:39,-5.6,-8.24,-5.19
2025-03-03 02:15:40,4.02,-11.21,-6.0
2025-03-03 02:15:40,1.73,-6.32,3.65
2025-03-03 02:15:40,-7.2,-5.22,8.16
2025-03-03 02:15:40,-8.63,3.63,-5.69
2025-03-03 02:15:40,-8.47,-9.52,8.48
2025-03-03 02:15:40,5.85,-3.73,7.96
2025-03-03 02:15:40,-1.18,-3.07,0.02
2025-03-03 02:15:40,-3.1,-8.4,3.46
2025-03-03 02:15:41,-2.93,-3.52,9.16
2025-03-03 02:15:41,-9.93,-4.36,1.82
2025-03-03 02:15:41,2.54,12.42,0.56
2025-03-03 02:15:41,4.83,-11.08,5.04
2025-03-03 02:15:41,9.83,-0.39,-6.1
2025-03-03 02:15:41,6.83,7.7,2.61
2025-03-03 02:15:41,1.9,-0.8,-6.99
2025-03-03 02:15:42,0.2,4.27,2.59
2025-03-03 02:15:42,5.49,-0.65,-8.16
2025-03-03 02:15:42,1.32,-8.92,8.83
2025-03-03 02:15:42,0.01,-1.08,-8.55
2025-03-03 02:15:42,2.82,0.07,4.34
2025-03-03 02:15:42,-5.0,-0.4,4.45
2025-03-03 02:15:42,2.96,-2.09,2.51
2025-03-03 02:15:43,6.86,-7.34,0.08
2025-03-03 02:15:43,8.87,-0.35,-2.77
2025-03-03 02:15:43,-8.43,11.07,-12.14
2025-03-03 02:15:43,0.32,-9.29,-11.85
2025-03-03 02:15:43,4.05,-2.36,2.74
2025-03-03 02:15:43,-2.96,4.22,-0.56
2025-03-03 02:15:43,-7.43,-8.89,5.58
2025-03-03 02:15:44,9.72,3.36,0.53
2025-03-03 02:15:44,2.95,-8.7,0.59
2025-03-03 02:15:44,-3.02,8.49,-4.72
2025-03-03 02:15:44,3.3,-7.86,4.83
2025-03-03 02:15:44,-7.04,-8.8,-11.9
2025-03-03 02:15:44,4.05,2.63,10.86
2025-03-03 02:15:45,4.75,0.11,4.68
2025-03-03 02:15:45,9.91,-6.02,7.46
2025-03-03 02:15:45,-9.8,-6.78,-0.16
2025-03-03 02:15:45,-6.69,-1.91,-9.51
2025-03-03 02:15:45,9.08,-8.57,11.5
2025-03-03 02:15:45,-5.28,5.57,-6.02
2025-03-03 02:15:45,5.32,4.25,-4.06
2025-03-03 02:15:45,10.39,3.06,5.99
2025-03-03 02:15:46,-9.1,-7.63,-8.33
2025-03-03 02:15:46,7.35,-7.71,9.59
2025-03-03 02:15:46,7.1,-5.6,-7.48
2025-03-03 02:15:46,2.95,-11.5,5.13
2025-03-03 02:15:46,-0.54,2.51,2.58
2025-03-03 02:15:47,2.01,1.6,-10.71
2025-03-03 02:15:47,-3.48,4.63,4.82
2025-03-03 02:15:47,-11.88,-5.09,-9.72
2025-03-03 02:15:47,2.95,4.03,-5.39
2025-03-03 02:15:47,10.46,-5.64,-5.89
2025-03-03 02:15:47,-10.42,-3.35,-5.1
2025-03-03 02:15:47,4.84,6.31,-6.89
2025-03-03 02:15:48,2.01,-2.62,-6.91
2025-03-03 02:15:48,2.38,3.34,-9.28
2025-03-03 02:15:48,-7.94,-4.17,7.6
2025-03-03 02:15:48,3.76,-9.68,-7.58
2025-03-03 02:15:48,8.3,-5.15,-6.29
2025-03-03 02:15:48,0.87,-8.36,10.37
2025-03-03 02:15:48,-5.77,-9.7,0.29
2025-03-03 02:15:49,3.9,7.78,0.34
2025-03-03 02:15:49,10.81,7.33,-3.71
2025-03-03 02:15:49,-6.97,4.83,-1.87
2025-03-03 02:15:49,0.64,1.27,8.07
2025-03-03 02:15:49,-10.14,-7.44,10.39
2025-03-03 02:15:49,-4.56,4.22,8.91
2025-03-03 02:15:49,7.97,7.48,-2.77
2025-03-03 02:15:50,-9.93,2.21,10.54
2025-03-03 02:15:50,12.18,6.7,5.11
2025-03-03 02:15:50,-8.58,0.35,4.65
2025-03-03 02:15:50,-5.24,7.12,-7.64
2025-03-03 02:15:50,-5.22,7.52,5.32
2025-03-03 02:15:50,-2.44,-4.95,3.84
2025-03-03 02:15:50,0.65,-6.28,5.45
2025-03-03 02:15:51,6.55,-4.19,0.27
2025-03-03 02:15:51,4.85,13.7,-4.1
2025-03-03 02:15:51,-8.93,1.88,-1.52
2025-03-03 02:15:51,-2.25,3.54,6.36
2025-03-03 02:15:51,-3.37,1.74,5.4
2025-03-03 02:15:51,11.28,-1.6,-1.38
2025-03-03 02:15:51,-7.89,-2.14,-7.38
2025-03-03 02:15:51,4.35,7.32,-2.38
2025-03-03 02:15:52,1.3,5.42,-6.29
2025-03-03 02:15:52,5.86,6.94,-0.43
2025-03-03 02:15:52,1.23,-0.65,-6.74
2025-03-03 02:15:52,1.17,-5.07,-3.77
2025-03-03 02:15:52,-8.76,6.69,-3.69
2025-03-03 02:15:53,10.8,-7.19,7.14
2025-03-03 02:15:53,-6.62,6.23,-3.17
2025-03-03 02:15:53,2.6,3.29,-0.16
2025-03-03 02:15:53,-4.62,1.65,6.25
2025-03-03 02:15:53,6.43,-0.76,4.55
2025-03-03 02:15:54,0.31,7.81,7.8
2025-03-03 02:15:54,8.73,9.74,-1.4
2025-03-03 02:15:54,-8.64,6.23,-0.64
2025-03-03 02:15:54,-8.64,-5.97,-2.62
2025-03-03 02:15:54,-0.25,8.88,-2.36
2025-03-03 02:15:54,9.79,-3.37,2.15
2025-03-03 02:15:54,-8.46,1.64,-9.15
2025-03-03 02:15:55,1.44,-7.73,7.31
2025-03-03 02:15:55,4.36,-2.92,-8.07
2025-03-03 02:15:55,-0.82,2.18,-2.14
2025-03-03 02:15:55,3.26,-3.97,-1.96
2025-03-03 02:15:55,-4.77,-1.68,6.97
2025-03-03 02:15:55,-0.92,-1.01,-7.67
2025-03-03 02:15:55,-7.66,-1.78,-7.59
2025-03-03 02:15:56,-9.63,0.91,-9.78
2025-03-03 02:15:56,-5.25,4.9,-8.46
2025-03-03 02:15:56,-6.98,9.86,2.5
2025-03-03 02:15:56,-8.26,-4.78,1.23
2025-03-03 02:15:56,8.85,-4.06,-11.59
2025-03-03 02:15:56,1.56,-6.64,4.97
2025-03-03 02:15:56,1.35,2.69,-1.9
