time,value
2025-03-27T04:20:04.697615228Z,-1.4269500970840454
2025-03-27T04:20:04.710193648Z,-4.884000301361084
2025-03-27T04:20:05.125697548Z,-6.091050148010254
2025-03-27T04:20:05.820041589Z,-6.886050224304199
2025-03-27T04:20:06.860169269Z,-6.072000503540039
2025-03-27T04:20:07.840705597Z,-3.2779500484466553
2025-03-27T04:20:08.85643463Z,-2.899050235748291
2025-03-27T04:20:09.840476735Z,0.8250000476837158
2025-03-27T04:20:12.855724676Z,-0.6390000581741333
2025-03-27T04:20:12.860114719Z,-1.810050129890442
2025-03-27T04:20:13.275483605Z,-3.0019500255584717
2025-03-27T04:20:13.750898901Z,-3.766050100326538
2025-03-27T04:20:14.700549308Z,-3.450000047683716
2025-03-27T04:20:15.735590948Z,-3.5310001373291016
2025-03-27T04:20:17.440106789Z,-3.427950143814087
2025-03-27T04:20:18.140717147Z,-3.9030001163482666
2025-03-27T04:20:18.625079155Z,-3.988950252532959
2025-03-27T04:20:19.575689132Z,-3.9220502376556396
2025-03-27T04:20:22.540701977Z,-4.6810503005981445
2025-03-27T04:20:22.542279269Z,-4.326000213623047
2025-03-27T04:20:23.265508075Z,-4.420050144195557
2025-03-27T04:20:23.735406463Z,-4.317000389099121
2025-03-27T04:20:24.945533115Z,-4.537050247192383
2025-03-27T04:20:25.985094995Z,-4.522950172424316
2025-03-27T04:20:26.9408238Z,-4.7310004234313965
2025-03-27T04:20:28.002448022Z,-4.707000255584717
2025-03-27T04:20:29.035784978Z,-4.672950267791748
2025-03-27T04:20:29.995040175Z,-4.729050159454346
2025-03-27T04:20:30.935598347Z,-4.755000114440918
2025-03-27T04:20:31.830911808Z,-4.695000171661377
2025-03-27T04:20:32.860423415Z,-4.72605037689209
2025-03-27T04:20:33.905904486Z,-4.513050079345703
2025-03-27T04:20:34.885560176Z,-4.377000331878662
2025-03-27T04:20:35.820404661Z,-4.4920501708984375
2025-03-27T04:20:36.860967369Z,-4.627950191497803
2025-03-27T04:20:37.750611938Z,-4.543950080871582
2025-03-27T04:20:38.780466635Z,-3.876000165939331
2025-03-27T04:20:39.660893486Z,-4.017000198364258
2025-03-27T04:20:40.695271164Z,-3.796950101852417
2025-03-27T04:20:41.675116781Z,-3.4050002098083496
2025-03-27T04:20:42.795560692Z,-3.438000202178955
2025-03-27T04:20:43.660563623Z,-3.1960501670837402
2025-03-27T04:20:44.615925519Z,-3.072000026702881
2025-03-27T04:20:45.660660055Z,-3.1030502319335938
2025-03-27T04:20:46.630747176Z,-3.0960001945495605
2025-03-27T04:20:47.660566805Z,-3.052950143814087
2025-03-27T04:20:48.505005516Z,-3.4450502395629883
2025-03-27T04:20:49.550138119Z,-3.535950183868408
2025-03-27T04:20:50.470853819Z,-0.3730500042438507
2025-03-27T04:20:51.420170967Z,0.4420500099658966
2025-03-27T04:20:52.541040544Z,0.9450000524520874
2025-03-27T04:20:53.575318993Z,0.8560500144958496
2025-03-27T04:20:54.475679383Z,0.8560500144958496
2025-03-27T04:20:55.46062768Z,0.5809500217437744
2025-03-27T04:20:56.390532055Z,0.4159500300884247
2025-03-27T04:20:57.440140708Z,0.8899500370025635
2025-03-27T04:20:58.310126031Z,1.048050045967102
2025-03-27T04:20:59.336325153Z,0.5590500235557556
2025-03-27T04:21:00.385771323Z,-0.29205000400543213
2025-03-27T04:21:01.255639434Z,-1.7449500560760498
2025-03-27T04:21:02.216679006Z,-0.8160000443458557
2025-03-27T04:21:03.350940861Z,-0.8359500169754028
2025-03-27T04:21:04.230799313Z,-0.5670000314712524
2025-03-27T04:21:05.200647601Z,-0.16995000839233398
2025-03-27T04:21:06.221034975Z,-0.8880000710487366
2025-03-27T04:21:07.185668357Z,-0.6970500349998474
2025-03-27T04:21:08.135073314Z,-0.09300000220537186
2025-03-27T04:21:10.455911471Z,0.0970500037074089
2025-03-27T04:21:10.7905622Z,-0.32295000553131104
2025-03-27T04:21:11.175406706Z,-0.13199999928474426
2025-03-27T04:21:12.140711162Z,0.8710500597953796
2025-03-27T04:21:13.025244476Z,0.13500000536441803
2025-03-27T04:21:13.980105532Z,0.010950000956654549
2025-03-27T04:21:14.935671128Z,-0.24195000529289246
2025-03-27T04:21:15.945614335Z,0.2050500065088272
2025-03-27T04:21:17.120363812Z,-0.25095000863075256
2025-03-27T04:21:17.910382939Z,-0.6630000472068787
2025-03-27T04:21:18.915489103Z,-0.31800001859664917
2025-03-27T04:21:19.985728957Z,-1.1779500246047974
2025-03-27T04:21:20.875873934Z,-1.125
2025-03-27T04:21:21.94562345Z,-1.1730000972747803
2025-03-27T04:21:22.785233257Z,-1.6090500354766846
2025-03-27T04:21:25.515809592Z,1.3920000791549683
2025-03-27T04:21:25.51738006Z,2.7330000400543213
2025-03-27T04:21:26.070331983Z,2.6449501514434814
2025-03-27T04:21:26.780130523Z,4.431000232696533
2025-03-27T04:21:27.735481915Z,4.431000232696533
2025-03-27T04:21:28.720049274Z,-0.28995001316070557
2025-03-27T04:21:29.671003641Z,-1.264050006866455
2025-03-27T04:21:30.625726511Z,-1.2880500555038452
2025-03-27T04:21:31.655658692Z,-1.3339500427246094
2025-03-27T04:21:32.575769343Z,-1.081950068473816
2025-03-27T04:21:35.685594288Z,-1.5589500665664673
2025-03-27T04:21:35.687255449Z,-0.8550000190734863
2025-03-27T04:21:36.055370198Z,-1.5250500440597534
2025-03-27T04:21:36.555847258Z,-1.645050048828125
2025-03-27T04:21:37.591189697Z,-1.546950101852417
2025-03-27T04:21:38.545754602Z,-1.5370501279830933
2025-03-27T04:21:39.510697668Z,-1.741050124168396
2025-03-27T04:21:40.550866259Z,-1.6470000743865967
2025-03-27T04:21:41.445694213Z,-1.755000114440918
2025-03-27T04:21:42.46533837Z,-1.675950050354004
2025-03-27T04:21:43.355351242Z,-1.6930500268936157
2025-03-27T04:21:44.400524588Z,-1.7290500402450562
2025-03-27T04:21:45.350306041Z,-1.3930500745773315
2025-03-27T04:21:46.310372562Z,0
2025-03-27T04:21:47.365503694Z,-0.5359500050544739
2025-03-27T04:21:48.30551368Z,-0.22500000894069672
2025-03-27T04:21:49.26044796Z,-0.22995001077651978
2025-03-27T04:21:51.78987224Z,-0.20100000500679016
2025-03-27T04:21:52.145574745Z,-0.20805001258850098
2025-03-27T04:21:52.49095181Z,-0.20295001566410065
2025-03-27T04:21:53.255177288Z,-0.20295001566410065
2025-03-27T04:21:54.295592289Z,-0.20805001258850098
2025-03-27T04:21:55.12048535Z,-0.21105000376701355
2025-03-27T04:21:56.075554426Z,-0.21495001018047333
2025-03-27T04:21:57.060634888Z,-0.2179500162601471
